PRODUCT_ID,PRODUCT_DESCRIPTION
43988,product43988
23690,product23690
94535,product94535
4315,product4315
30162,product30162
95033,product95033
97271,product97271
40958,product40958
72279,product72279
27165,product27165
79276,product79276
5721,product5721
4707,product4707
74646,product74646
64643,product64643
56206,product56206
45368,product45368
18921,product18921
13755,product13755
65102,product65102
89835,product89835
65392,product65392
1493,product1493
18572,product18572
270,product270
53851,product53851
4430,product4430
9099,product9099
93759,product93759
95065,product95065
98821,product98821
1536,product1536
6225,product6225
849,product849
17151,product17151
7584,product7584
72793,product72793
90730,product90730
37252,product37252
55373,product55373
12551,product12551
85525,product85525
9165,product9165
97646,product97646
83747,product83747
57391,product57391
48341,product48341
79380,product79380
35799,product35799
22488,product22488
29596,product29596
5468,product5468
91245,product91245
8391,product8391
9065,product9065
70080,product70080
2046,product2046
28849,product28849
46346,product46346
90199,product90199
25797,product25797
36394,product36394
2981,product2981
41970,product41970
75601,product75601
82997,product82997
48855,product48855
35145,product35145
82023,product82023
37084,product37084
28475,product28475
80700,product80700
66318,product66318
14155,product14155
10477,product10477
45406,product45406
54471,product54471
58795,product58795
92891,product92891
98531,product98531
94759,product94759
27292,product27292
74741,product74741
26739,product26739
78601,product78601
89821,product89821
26533,product26533
31107,product31107
64579,product64579
79445,product79445
24575,product24575
21064,product21064
2499,product2499
9179,product9179
36162,product36162
74653,product74653
2258,product2258
55372,product55372
65964,product65964
94854,product94854
25006,product25006
89622,product89622
61716,product61716
62691,product62691
7680,product7680
40545,product40545
6181,product6181
81149,product81149
33100,product33100
56469,product56469
86510,product86510
62710,product62710
55668,product55668
51537,product51537
56099,product56099
16152,product16152
46310,product46310
71219,product71219
31520,product31520
70841,product70841
51261,product51261
89755,product89755
83101,product83101
81080,product81080
54676,product54676
93293,product93293
40169,product40169
43680,product43680
83799,product83799
87318,product87318
40265,product40265
98306,product98306
61176,product61176
51763,product51763
51809,product51809
25578,product25578
16383,product16383
25807,product25807
62910,product62910
64834,product64834
85385,product85385
9728,product9728
28731,product28731
21520,product21520
20898,product20898
16494,product16494
89244,product89244
18417,product18417
89004,product89004
21738,product21738
20203,product20203
74338,product74338
55606,product55606
67460,product67460
43623,product43623
25055,product25055
72090,product72090
83442,product83442
89491,product89491
5450,product5450
58942,product58942
98263,product98263
67499,product67499
14207,product14207
13585,product13585
92129,product92129
32409,product32409
61362,product61362
17246,product17246
80124,product80124
48674,product48674
63381,product63381
8700,product8700
19781,product19781
85025,product85025
17397,product17397
90187,product90187
42236,product42236
69523,product69523
32292,product32292
69010,product69010
59058,product59058
99655,product99655
44166,product44166
79191,product79191
23667,product23667
61782,product61782
92915,product92915
15133,product15133
1361,product1361
80499,product80499
71878,product71878
84100,product84100
53215,product53215
30982,product30982
74473,product74473
86267,product86267
91148,product91148
15832,product15832
7912,product7912
82401,product82401
23566,product23566
93181,product93181
67092,product67092
78752,product78752
17356,product17356
47199,product47199
86813,product86813
95984,product95984
81336,product81336
45112,product45112
14812,product14812
6414,product6414
88746,product88746
39024,product39024
12526,product12526
94559,product94559
40557,product40557
43609,product43609
17418,product17418
49599,product49599
84031,product84031
17910,product17910
83246,product83246
19473,product19473
62842,product62842
66331,product66331
43127,product43127
33961,product33961
96008,product96008
35816,product35816
45530,product45530
22458,product22458
10456,product10456
48483,product48483
44941,product44941
47464,product47464
22304,product22304
41181,product41181
30834,product30834
15756,product15756
88145,product88145
88486,product88486
77692,product77692
81074,product81074
24032,product24032
15993,product15993
89576,product89576
6815,product6815
92721,product92721
96997,product96997
18962,product18962
64681,product64681
45707,product45707
73568,product73568
15125,product15125
76394,product76394
33923,product33923
66604,product66604
72214,product72214
2583,product2583
41389,product41389
74088,product74088
33988,product33988
29923,product29923
82730,product82730
75356,product75356
41807,product41807
13711,product13711
8858,product8858
74303,product74303
78778,product78778
41564,product41564
91631,product91631
36331,product36331
39170,product39170
15976,product15976
2084,product2084
80116,product80116
21274,product21274
94876,product94876
65042,product65042
80311,product80311
15678,product15678
77121,product77121
68828,product68828
38370,product38370
83496,product83496
68334,product68334
70719,product70719
15507,product15507
10576,product10576
64216,product64216
23224,product23224
96799,product96799
30999,product30999
33639,product33639
19419,product19419
78971,product78971
27313,product27313
5857,product5857
54270,product54270
80498,product80498
95036,product95036
4318,product4318
75611,product75611
75553,product75553
76244,product76244
8281,product8281
96678,product96678
1299,product1299
83362,product83362
10624,product10624
40721,product40721
23384,product23384
8094,product8094
35399,product35399
20642,product20642
96884,product96884
48698,product48698
95132,product95132
92234,product92234
81722,product81722
10008,product10008
36536,product36536
17240,product17240
63829,product63829
37407,product37407
89633,product89633
12877,product12877
46821,product46821
49982,product49982
55992,product55992
82599,product82599
56158,product56158
3607,product3607
23321,product23321
70445,product70445
75210,product75210
56461,product56461
37387,product37387
56575,product56575
94238,product94238
21262,product21262
49115,product49115
10946,product10946
90052,product90052
19670,product19670
71568,product71568
26633,product26633
61754,product61754
81209,product81209
99919,product99919
88465,product88465
19668,product19668
59607,product59607
14751,product14751
35579,product35579
70300,product70300
4606,product4606
6222,product6222
92555,product92555
46888,product46888
6076,product6076
47584,product47584
16891,product16891
62396,product62396
29963,product29963
35856,product35856
8035,product8035
34673,product34673
19934,product19934
6620,product6620
88475,product88475
16255,product16255
26348,product26348
64553,product64553
56332,product56332
59359,product59359
50030,product50030
91007,product91007
22656,product22656
83279,product83279
45577,product45577
16605,product16605
12418,product12418
78158,product78158
98256,product98256
18330,product18330
41036,product41036
4773,product4773
35241,product35241
29665,product29665
19170,product19170
49060,product49060
41960,product41960
53757,product53757
32136,product32136
82405,product82405
78976,product78976
82561,product82561
55803,product55803
37397,product37397
57379,product57379
88684,product88684
30085,product30085
17291,product17291
57004,product57004
37249,product37249
44805,product44805
62772,product62772
19564,product19564
78029,product78029
91340,product91340
90002,product90002
26224,product26224
772,product772
72786,product72786
74127,product74127
65065,product65065
74285,product74285
85983,product85983
97711,product97711
46654,product46654
8875,product8875
95571,product95571
66527,product66527
77187,product77187
65068,product65068
27902,product27902
1138,product1138
25660,product25660
16484,product16484
45059,product45059
84514,product84514
22128,product22128
25379,product25379
93543,product93543
72893,product72893
82408,product82408
39946,product39946
34349,product34349
23934,product23934
70353,product70353
49499,product49499
87333,product87333
33277,product33277
84265,product84265
95583,product95583
76515,product76515
67373,product67373
40248,product40248
48841,product48841
5046,product5046
53691,product53691
27757,product27757
49312,product49312
44391,product44391
3454,product3454
19115,product19115
22088,product22088
65746,product65746
49399,product49399
48090,product48090
54889,product54889
45280,product45280
57282,product57282
94178,product94178
34159,product34159
19873,product19873
634,product634
69503,product69503
81263,product81263
89965,product89965
6185,product6185
66615,product66615
30868,product30868
55389,product55389
99679,product99679
28749,product28749
27219,product27219
84623,product84623
72810,product72810
91727,product91727
34802,product34802
28112,product28112
63894,product63894
72923,product72923
5166,product5166
73393,product73393
35330,product35330
86833,product86833
9930,product9930
12466,product12466
75526,product75526
28821,product28821
74971,product74971
68470,product68470
98563,product98563
75676,product75676
22702,product22702
38567,product38567
325,product325
94119,product94119
69401,product69401
6078,product6078
43518,product43518
57216,product57216
6456,product6456
76826,product76826
87968,product87968
44927,product44927
59118,product59118
26219,product26219
94470,product94470
39018,product39018
20204,product20204
51337,product51337
46944,product46944
7917,product7917
78090,product78090
8476,product8476
17092,product17092
58547,product58547
26133,product26133
47696,product47696
73479,product73479
8251,product8251
71885,product71885
87735,product87735
93556,product93556
48233,product48233
92672,product92672
698,product698
13628,product13628
66344,product66344
65780,product65780
25032,product25032
23534,product23534
27637,product27637
37160,product37160
31757,product31757
5722,product5722
70350,product70350
32638,product32638
69911,product69911
72200,product72200
44550,product44550
4422,product4422
96251,product96251
44886,product44886
59845,product59845
49062,product49062
88110,product88110
97461,product97461
43590,product43590
42869,product42869
99648,product99648
15513,product15513
51098,product51098
99501,product99501
30977,product30977
34579,product34579
85147,product85147
88931,product88931
1931,product1931
48110,product48110
26297,product26297
84395,product84395
27731,product27731
63241,product63241
43069,product43069
90895,product90895
5263,product5263
11483,product11483
64833,product64833
18898,product18898
58758,product58758
89077,product89077
12894,product12894
14839,product14839
46910,product46910
18236,product18236
73966,product73966
55125,product55125
8261,product8261
87668,product87668
58891,product58891
68798,product68798
68653,product68653
7076,product7076
90096,product90096
60782,product60782
4963,product4963
43072,product43072
45081,product45081
85327,product85327
17132,product17132
78666,product78666
49989,product49989
41299,product41299
53823,product53823
41137,product41137
22542,product22542
83335,product83335
68434,product68434
5259,product5259
66986,product66986
37157,product37157
52375,product52375
50429,product50429
66105,product66105
34129,product34129
29159,product29159
98031,product98031
28346,product28346
91948,product91948
64147,product64147
61267,product61267
70472,product70472
8275,product8275
44471,product44471
11363,product11363
20018,product20018
62755,product62755
4350,product4350
36094,product36094
62249,product62249
1807,product1807
72311,product72311
35155,product35155
19031,product19031
3601,product3601
30756,product30756
17161,product17161
13775,product13775
48554,product48554
99785,product99785
36535,product36535
71578,product71578
66697,product66697
40562,product40562
285,product285
55410,product55410
44603,product44603
49910,product49910
39458,product39458
78634,product78634
45216,product45216
77047,product77047
25778,product25778
34422,product34422
57566,product57566
15679,product15679
89086,product89086
2487,product2487
59842,product59842
47136,product47136
17656,product17656
23946,product23946
50991,product50991
34376,product34376
85388,product85388
20906,product20906
5975,product5975
73429,product73429
358,product358
48296,product48296
39964,product39964
70187,product70187
56592,product56592
97232,product97232
64953,product64953
72652,product72652
45575,product45575
42545,product42545
97178,product97178
82918,product82918
46665,product46665
66412,product66412
2733,product2733
1452,product1452
21751,product21751
85501,product85501
69575,product69575
79193,product79193
50744,product50744
47707,product47707
45529,product45529
22870,product22870
32218,product32218
48255,product48255
80055,product80055
31871,product31871
30275,product30275
49999,product49999
86382,product86382
16851,product16851
57294,product57294
57087,product57087
56651,product56651
82900,product82900
69643,product69643
18225,product18225
41513,product41513
84328,product84328
52898,product52898
90191,product90191
85656,product85656
11611,product11611
74378,product74378
7435,product7435
51895,product51895
74807,product74807
7123,product7123
61851,product61851
55236,product55236
21463,product21463
35971,product35971
80589,product80589
62697,product62697
65646,product65646
78920,product78920
50549,product50549
26332,product26332
20073,product20073
76688,product76688
86124,product86124
34082,product34082
67631,product67631
49814,product49814
78514,product78514
39933,product39933
77335,product77335
75424,product75424
54118,product54118
10855,product10855
34636,product34636
17365,product17365
58065,product58065
73875,product73875
9651,product9651
30647,product30647
84675,product84675
54940,product54940
8073,product8073
51713,product51713
3517,product3517
28417,product28417
48583,product48583
64634,product64634
52629,product52629
33965,product33965
17084,product17084
35906,product35906
85500,product85500
89600,product89600
22441,product22441
22464,product22464
20192,product20192
16922,product16922
91696,product91696
57224,product57224
33964,product33964
82521,product82521
48588,product48588
23489,product23489
53624,product53624
92068,product92068
63262,product63262
30180,product30180
30385,product30385
16804,product16804
70851,product70851
3486,product3486
96645,product96645
68331,product68331
45159,product45159
6036,product6036
26369,product26369
15726,product15726
26891,product26891
28479,product28479
14172,product14172
29501,product29501
15718,product15718
39687,product39687
94967,product94967
38497,product38497
45017,product45017
28273,product28273
14735,product14735
66977,product66977
72047,product72047
28505,product28505
68615,product68615
28945,product28945
64556,product64556
17494,product17494
3359,product3359
28087,product28087
76000,product76000
41922,product41922
26486,product26486
79072,product79072
10309,product10309
27160,product27160
13227,product13227
14014,product14014
20293,product20293
69387,product69387
25008,product25008
21151,product21151
47549,product47549
39192,product39192
44437,product44437
44708,product44708
10768,product10768
33169,product33169
73886,product73886
18472,product18472
6369,product6369
65628,product65628
84359,product84359
87536,product87536
56726,product56726
3569,product3569
15377,product15377
65372,product65372
57921,product57921
41769,product41769
84655,product84655
35546,product35546
73425,product73425
59115,product59115
27348,product27348
30450,product30450
16738,product16738
29719,product29719
7464,product7464
26621,product26621
90098,product90098
90477,product90477
7898,product7898
48232,product48232
12873,product12873
28922,product28922
17366,product17366
85716,product85716
84890,product84890
32255,product32255
81029,product81029
41562,product41562
75320,product75320
10123,product10123
59591,product59591
78684,product78684
9449,product9449
47776,product47776
47351,product47351
36064,product36064
53592,product53592
30897,product30897
78358,product78358
77274,product77274
37421,product37421
11897,product11897
53832,product53832
94656,product94656
23683,product23683
61147,product61147
53956,product53956
76411,product76411
83939,product83939
12739,product12739
56709,product56709
52471,product52471
97637,product97637
41950,product41950
19835,product19835
93868,product93868
30954,product30954
69766,product69766
29294,product29294
12756,product12756
17087,product17087
34491,product34491
24583,product24583
50047,product50047
32190,product32190
67744,product67744
76214,product76214
93327,product93327
72217,product72217
92748,product92748
11526,product11526
36794,product36794
6579,product6579
63057,product63057
39305,product39305
3243,product3243
88570,product88570
17587,product17587
16131,product16131
43515,product43515
56975,product56975
52430,product52430
94689,product94689
22662,product22662
54331,product54331
71129,product71129
93754,product93754
75519,product75519
45238,product45238
90264,product90264
46743,product46743
10927,product10927
4647,product4647
32893,product32893
76364,product76364
95030,product95030
19603,product19603
66346,product66346
48234,product48234
70231,product70231
43034,product43034
9680,product9680
31769,product31769
47872,product47872
74962,product74962
73406,product73406
29939,product29939
18485,product18485
40913,product40913
81602,product81602
43550,product43550
14439,product14439
16666,product16666
46098,product46098
8794,product8794
24985,product24985
93745,product93745
75500,product75500
59787,product59787
90384,product90384
9267,product9267
73607,product73607
58907,product58907
57438,product57438
17927,product17927
2463,product2463
3461,product3461
52713,product52713
60776,product60776
77359,product77359
24196,product24196
47256,product47256
63638,product63638
59976,product59976
7083,product7083
79616,product79616
15168,product15168
50479,product50479
80018,product80018
84310,product84310
30825,product30825
40834,product40834
18355,product18355
9815,product9815
94060,product94060
98372,product98372
9022,product9022
75198,product75198
98542,product98542
76280,product76280
6805,product6805
67512,product67512
15983,product15983
6996,product6996
14986,product14986
17965,product17965
77814,product77814
12537,product12537
50771,product50771
57280,product57280
26622,product26622
75483,product75483
7434,product7434
46114,product46114
14430,product14430
11165,product11165
66108,product66108
68635,product68635
95672,product95672
35258,product35258
19229,product19229
3385,product3385
72446,product72446
96880,product96880
76009,product76009
36744,product36744
17674,product17674
4251,product4251
86914,product86914
72378,product72378
95596,product95596
59433,product59433
88838,product88838
31036,product31036
88505,product88505
4134,product4134
655,product655
81817,product81817
42582,product42582
25210,product25210
1723,product1723
10769,product10769
88632,product88632
41896,product41896
17813,product17813
94271,product94271
83045,product83045
70104,product70104
84263,product84263
26560,product26560
80516,product80516
87469,product87469
77506,product77506
40163,product40163
89917,product89917
79926,product79926
11969,product11969
83750,product83750
44747,product44747
31021,product31021
77173,product77173
57545,product57545
74171,product74171
4245,product4245
12051,product12051
13649,product13649
75316,product75316
29285,product29285
49091,product49091
39361,product39361
68884,product68884
90691,product90691
57782,product57782
67820,product67820
30272,product30272
66743,product66743
26110,product26110
91525,product91525
7662,product7662
81254,product81254
18132,product18132
46657,product46657
95509,product95509
46923,product46923
1689,product1689
56963,product56963
92749,product92749
30332,product30332
82865,product82865
62124,product62124
5203,product5203
18490,product18490
72904,product72904
77172,product77172
68091,product68091
81305,product81305
54374,product54374
99102,product99102
97682,product97682
55850,product55850
52150,product52150
71340,product71340
77083,product77083
14356,product14356
41476,product41476
6030,product6030
94552,product94552
11797,product11797
91356,product91356
12935,product12935
47477,product47477
60032,product60032
5059,product5059
10092,product10092
15333,product15333
4373,product4373
6013,product6013
58535,product58535
24469,product24469
12582,product12582
50386,product50386
48677,product48677
31509,product31509
87168,product87168
27986,product27986
25171,product25171
60593,product60593
34679,product34679
97606,product97606
84857,product84857
32857,product32857
93199,product93199
82732,product82732
72566,product72566
2028,product2028
86606,product86606
93523,product93523
47341,product47341
74384,product74384
66964,product66964
29271,product29271
30077,product30077
29607,product29607
73430,product73430
61011,product61011
92460,product92460
51933,product51933
56410,product56410
3625,product3625
61219,product61219
77504,product77504
6097,product6097
73699,product73699
69197,product69197
87844,product87844
3501,product3501
12753,product12753
51242,product51242
64512,product64512
23193,product23193
94563,product94563
91374,product91374
61183,product61183
1280,product1280
29076,product29076
72343,product72343
54459,product54459
46294,product46294
58377,product58377
75732,product75732
62994,product62994
66458,product66458
79717,product79717
27603,product27603
2552,product2552
92276,product92276
96750,product96750
52110,product52110
59732,product59732
92173,product92173
47874,product47874
30134,product30134
18419,product18419
73492,product73492
7600,product7600
58184,product58184
14558,product14558
2771,product2771
95989,product95989
20008,product20008
71042,product71042
96535,product96535
52091,product52091
24139,product24139
37970,product37970
56167,product56167
30707,product30707
53694,product53694
61604,product61604
73873,product73873
87000,product87000
79703,product79703
29555,product29555
37581,product37581
43735,product43735
4665,product4665
48577,product48577
73805,product73805
51088,product51088
52191,product52191
22015,product22015
85723,product85723
14486,product14486
30667,product30667
54145,product54145
42030,product42030
35116,product35116
26187,product26187
49503,product49503
45970,product45970
53127,product53127
27864,product27864
39602,product39602
50794,product50794
55784,product55784
64656,product64656
66321,product66321
67219,product67219
85373,product85373
49494,product49494
68569,product68569
9806,product9806
98838,product98838
79210,product79210
38913,product38913
72534,product72534
1440,product1440
42846,product42846
10792,product10792
58255,product58255
67088,product67088
74614,product74614
88026,product88026
39200,product39200
48157,product48157
20801,product20801
41725,product41725
28523,product28523
62150,product62150
34481,product34481
73281,product73281
92607,product92607
72192,product72192
3320,product3320
82454,product82454
90310,product90310
22782,product22782
52882,product52882
8217,product8217
26461,product26461
58301,product58301
93353,product93353
40412,product40412
70002,product70002
16303,product16303
96972,product96972
32584,product32584
69791,product69791
61577,product61577
42536,product42536
95291,product95291
17996,product17996
28113,product28113
54309,product54309
96512,product96512
39035,product39035
98752,product98752
46778,product46778
66891,product66891
8447,product8447
58973,product58973
55894,product55894
36370,product36370
11234,product11234
81375,product81375
68421,product68421
94989,product94989
40596,product40596
7557,product7557
76038,product76038
99809,product99809
39588,product39588
9856,product9856
49127,product49127
34705,product34705
78231,product78231
13138,product13138
86713,product86713
44262,product44262
70076,product70076
53118,product53118
51877,product51877
24645,product24645
98422,product98422
52701,product52701
73518,product73518
7288,product7288
52645,product52645
56436,product56436
19476,product19476
27907,product27907
64126,product64126
55737,product55737
50806,product50806
5176,product5176
62140,product62140
75590,product75590
67020,product67020
13582,product13582
43371,product43371
66512,product66512
13394,product13394
85498,product85498
76172,product76172
58793,product58793
58006,product58006
90161,product90161
35196,product35196
82446,product82446
84225,product84225
47969,product47969
17808,product17808
778,product778
11074,product11074
49516,product49516
33966,product33966
27782,product27782
69840,product69840
48158,product48158
4560,product4560
55294,product55294
34832,product34832
43563,product43563
76512,product76512
66710,product66710
66311,product66311
13594,product13594
42521,product42521
22833,product22833
86768,product86768
51315,product51315
46670,product46670
23743,product23743
79018,product79018
74279,product74279
79415,product79415
98006,product98006
67633,product67633
68991,product68991
53286,product53286
75972,product75972
85114,product85114
97228,product97228
94717,product94717
3615,product3615
30714,product30714
49565,product49565
47376,product47376
69811,product69811
57553,product57553
45294,product45294
73863,product73863
58362,product58362
54413,product54413
75357,product75357
77668,product77668
43868,product43868
49549,product49549
44301,product44301
35556,product35556
79228,product79228
70033,product70033
75077,product75077
70661,product70661
16134,product16134
94639,product94639
97515,product97515
42749,product42749
32285,product32285
38223,product38223
27105,product27105
7996,product7996
55463,product55463
89132,product89132
25469,product25469
88014,product88014
39251,product39251
68634,product68634
33067,product33067
18338,product18338
87730,product87730
55740,product55740
42156,product42156
67983,product67983
68294,product68294
37891,product37891
65802,product65802
55119,product55119
36778,product36778
63344,product63344
16,product16
53894,product53894
99003,product99003
14381,product14381
88853,product88853
22749,product22749
70268,product70268
96808,product96808
68602,product68602
20671,product20671
15172,product15172
26706,product26706
84538,product84538
7477,product7477
62496,product62496
42491,product42491
69866,product69866
76061,product76061
98568,product98568
79544,product79544
3089,product3089
55259,product55259
28411,product28411
46938,product46938
78642,product78642
95102,product95102
99739,product99739
23677,product23677
82558,product82558
45427,product45427
33228,product33228
47086,product47086
5125,product5125
1345,product1345
73860,product73860
45253,product45253
41549,product41549
20139,product20139
91299,product91299
85769,product85769
23937,product23937
85891,product85891
48709,product48709
37459,product37459
84058,product84058
47473,product47473
35381,product35381
7089,product7089
92334,product92334
58879,product58879
18453,product18453
38670,product38670
62806,product62806
80389,product80389
92886,product92886
91571,product91571
45617,product45617
56964,product56964
74450,product74450
99508,product99508
97908,product97908
54956,product54956
49246,product49246
22832,product22832
9873,product9873
36842,product36842
74858,product74858
19985,product19985
89572,product89572
58371,product58371
58593,product58593
2415,product2415
76257,product76257
73407,product73407
13863,product13863
98678,product98678
85832,product85832
43667,product43667
95324,product95324
76444,product76444
57085,product57085
69843,product69843
81408,product81408
85580,product85580
68515,product68515
72375,product72375
18465,product18465
36127,product36127
98297,product98297
17321,product17321
59089,product59089
13363,product13363
59531,product59531
74341,product74341
13713,product13713
86530,product86530
37766,product37766
66442,product66442
2897,product2897
13733,product13733
27522,product27522
2019,product2019
34873,product34873
38825,product38825
22855,product22855
46772,product46772
96493,product96493
7220,product7220
70917,product70917
1706,product1706
21073,product21073
31917,product31917
67379,product67379
39459,product39459
74908,product74908
42152,product42152
50393,product50393
77140,product77140
25586,product25586
411,product411
52781,product52781
5867,product5867
39058,product39058
42498,product42498
99225,product99225
63297,product63297
85215,product85215
59121,product59121
82882,product82882
9761,product9761
51819,product51819
7446,product7446
84009,product84009
33412,product33412
631,product631
13877,product13877
54530,product54530
56418,product56418
42677,product42677
13239,product13239
96355,product96355
44272,product44272
8284,product8284
49705,product49705
99183,product99183
68210,product68210
75861,product75861
10153,product10153
18907,product18907
93197,product93197
86706,product86706
61233,product61233
93814,product93814
95663,product95663
87914,product87914
10815,product10815
77667,product77667
90777,product90777
78848,product78848
25449,product25449
29237,product29237
97508,product97508
62663,product62663
28456,product28456
45568,product45568
34852,product34852
90194,product90194
53360,product53360
18514,product18514
74421,product74421
80570,product80570
86747,product86747
82313,product82313
33942,product33942
49625,product49625
27237,product27237
15065,product15065
32647,product32647
1900,product1900
52602,product52602
23228,product23228
40473,product40473
63124,product63124
31777,product31777
61139,product61139
43177,product43177
43358,product43358
62050,product62050
50817,product50817
82998,product82998
89213,product89213
37973,product37973
76114,product76114
64348,product64348
72764,product72764
18646,product18646
3500,product3500
36376,product36376
78402,product78402
36229,product36229
30917,product30917
41280,product41280
81892,product81892
74337,product74337
25114,product25114
62048,product62048
95703,product95703
45638,product45638
61853,product61853
98718,product98718
50158,product50158
53122,product53122
66935,product66935
92277,product92277
52668,product52668
63940,product63940
63993,product63993
19407,product19407
76453,product76453
39929,product39929
45660,product45660
5549,product5549
91315,product91315
62323,product62323
44825,product44825
88536,product88536
48917,product48917
72488,product72488
81794,product81794
39561,product39561
83234,product83234
63514,product63514
33480,product33480
64123,product64123
94686,product94686
47245,product47245
71066,product71066
66247,product66247
76904,product76904
44628,product44628
3336,product3336
42493,product42493
57305,product57305
10521,product10521
51760,product51760
25402,product25402
2659,product2659
50148,product50148
37893,product37893
82693,product82693
90119,product90119
60253,product60253
78015,product78015
89302,product89302
87827,product87827
84951,product84951
86992,product86992
99080,product99080
74351,product74351
151,product151
54140,product54140
98053,product98053
12150,product12150
37024,product37024
39215,product39215
32441,product32441
61951,product61951
67970,product67970
37423,product37423
68682,product68682
4486,product4486
3351,product3351
22913,product22913
94397,product94397
82537,product82537
28521,product28521
38376,product38376
25991,product25991
39339,product39339
57218,product57218
8264,product8264
15884,product15884
90111,product90111
72306,product72306
75333,product75333
10287,product10287
26826,product26826
26781,product26781
40233,product40233
41452,product41452
17774,product17774
24947,product24947
85460,product85460
38612,product38612
92368,product92368
98195,product98195
3765,product3765
56839,product56839
65963,product65963
37913,product37913
29717,product29717
93996,product93996
13985,product13985
52698,product52698
93138,product93138
54710,product54710
64037,product64037
67470,product67470
9386,product9386
92944,product92944
51294,product51294
94045,product94045
32656,product32656
60642,product60642
77816,product77816
38301,product38301
44210,product44210
51727,product51727
41108,product41108
14208,product14208
42427,product42427
51835,product51835
90500,product90500
4587,product4587
56904,product56904
52679,product52679
93171,product93171
23196,product23196
51810,product51810
89891,product89891
9527,product9527
22984,product22984
87942,product87942
54546,product54546
30046,product30046
45180,product45180
45029,product45029
48250,product48250
90076,product90076
93081,product93081
57102,product57102
52657,product52657
90738,product90738
30637,product30637
82433,product82433
64229,product64229
44528,product44528
75080,product75080
14730,product14730
49917,product49917
26822,product26822
46275,product46275
22300,product22300
29815,product29815
23133,product23133
33021,product33021
98612,product98612
39542,product39542
12863,product12863
69314,product69314
50516,product50516
78308,product78308
36320,product36320
46673,product46673
82533,product82533
96779,product96779
73734,product73734
29465,product29465
86428,product86428
44034,product44034
13538,product13538
18392,product18392
86566,product86566
67260,product67260
35329,product35329
97409,product97409
14983,product14983
75318,product75318
82667,product82667
7686,product7686
34922,product34922
39717,product39717
29379,product29379
55796,product55796
89599,product89599
2694,product2694
16442,product16442
35773,product35773
52067,product52067
4367,product4367
75342,product75342
16282,product16282
88329,product88329
89325,product89325
49623,product49623
15626,product15626
71390,product71390
59529,product59529
965,product965
96206,product96206
56621,product56621
25775,product25775
60715,product60715
67738,product67738
55960,product55960
97555,product97555
24601,product24601
80479,product80479
54630,product54630
1136,product1136
9849,product9849
46102,product46102
391,product391
33580,product33580
29001,product29001
57350,product57350
21200,product21200
92913,product92913
83100,product83100
12399,product12399
67,product67
92361,product92361
83987,product83987
91108,product91108
13052,product13052
65180,product65180
98834,product98834
42643,product42643
49173,product49173
22961,product22961
36479,product36479
48837,product48837
6817,product6817
28860,product28860
85567,product85567
2787,product2787
63221,product63221
56543,product56543
51454,product51454
56480,product56480
96720,product96720
89912,product89912
47496,product47496
27641,product27641
98890,product98890
37079,product37079
92599,product92599
46456,product46456
36693,product36693
58356,product58356
50118,product50118
68467,product68467
12641,product12641
38815,product38815
49416,product49416
71161,product71161
52704,product52704
22038,product22038
97949,product97949
49748,product49748
93441,product93441
30165,product30165
29045,product29045
6262,product6262
32864,product32864
62201,product62201
66598,product66598
47773,product47773
68941,product68941
47278,product47278
53837,product53837
89713,product89713
58709,product58709
72622,product72622
60597,product60597
89117,product89117
601,product601
99361,product99361
53234,product53234
43799,product43799
56664,product56664
14358,product14358
20066,product20066
81247,product81247
8311,product8311
95878,product95878
92627,product92627
54342,product54342
58537,product58537
95769,product95769
3451,product3451
59484,product59484
80235,product80235
79429,product79429
73343,product73343
57809,product57809
8581,product8581
45296,product45296
21006,product21006
59165,product59165
21292,product21292
13670,product13670
80001,product80001
11340,product11340
89810,product89810
30425,product30425
27051,product27051
46527,product46527
37858,product37858
6808,product6808
12989,product12989
22851,product22851
28180,product28180
87029,product87029
82524,product82524
94054,product94054
37095,product37095
54895,product54895
29693,product29693
76646,product76646
43846,product43846
19207,product19207
57977,product57977
48540,product48540
23038,product23038
1714,product1714
97581,product97581
18769,product18769
7729,product7729
84781,product84781
75841,product75841
97305,product97305
93098,product93098
31515,product31515
34860,product34860
14041,product14041
18030,product18030
70564,product70564
7907,product7907
2168,product2168
84163,product84163
57084,product57084
57497,product57497
14090,product14090
41125,product41125
45251,product45251
5290,product5290
64504,product64504
40746,product40746
55812,product55812
6974,product6974
84821,product84821
58929,product58929
75375,product75375
94284,product94284
12549,product12549
87737,product87737
2313,product2313
13510,product13510
62552,product62552
3254,product3254
13069,product13069
48241,product48241
19862,product19862
28106,product28106
17344,product17344
294,product294
1761,product1761
40914,product40914
83502,product83502
86515,product86515
87692,product87692
99629,product99629
33534,product33534
23010,product23010
67925,product67925
71606,product71606
38155,product38155
9468,product9468
52107,product52107
76878,product76878
8060,product8060
78443,product78443
97438,product97438
95914,product95914
34693,product34693
72268,product72268
67998,product67998
52186,product52186
42049,product42049
15484,product15484
62509,product62509
52788,product52788
21428,product21428
57384,product57384
18771,product18771
12623,product12623
70663,product70663
15371,product15371
48685,product48685
69803,product69803
79243,product79243
4931,product4931
82970,product82970
71506,product71506
73266,product73266
68337,product68337
94795,product94795
23857,product23857
88098,product88098
92019,product92019
52729,product52729
61742,product61742
57615,product57615
58967,product58967
32871,product32871
